title	doi	url	issns	journal	authors	issns1	issns2	published_on	last_updated	cited_by_fbwalls_count	cited_by_feeds_count	cited_by_gplus_count	cited_by_msm_count	cited_by_posts_count	cited_by_rdts_count	cited_by_tweeters_count	cited_by_videos_count	cited_by_accounts_count	cited_by_patents_count	mendeley	altmetric_score	is_oa	author.names	issn	citations	CiteScore	SJR	WebQualis	created	deposited	published.online	indexed	issue	issued	member	prefix	publisher	score	source	reference.count	references.count	is.referenced.by.count	subject	type	volume	short.container.title	published.print	language	page	update.policy	archive	subtitle	archive_	na.
Quality index method (QIM) and quantitative descriptive analysis (QDA) of Nile tilapia (Oreochromis niloticus) quality indices	10.5897/ajar2015.9565	http://dx.doi.org/10.5897/ajar2015.9565	NA	African Journal of Agricultural Research	NA	NA	NA	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	Pacheco Rodrigues Tatiana, Teixeira Marsico Eliane, Maia Franco Robson, Concei ccedil atilde o Reis Pereira Mello Silvia, Costa Soares Ivone, Oliveira Cavalcanti Zuniga Natalia, Queiroz de Freitas Monica	1991-637X	4	NA	NA	B3	2016-01-22	2017-06-24	2016-01-21	2023-04-17	3	2016-01-21	3908	10.5897	Academic Journals	1	Crossref	40	40	4	General Agricultural and Biological Sciences	journal-article	11	Afr. J. Agric. Res.	NA	NA	209-216	http://dx.doi.org/10.5897/crossmark_policy	NA	NA	NA	NA
Quantification and Characterization of the Main Components of the Ethanolic Extract of Indian Cloves,<i>Syzygium aromaticum</i>[I] Merr. et Perry	10.5935/1984-6835.20140086	http://dx.doi.org/10.5935/1984-6835.20140086	NA	Revista Virtual de Química	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	Raphael S. Affonso, Bruno Lessa, Glaucia B. C. A. Slana, Larissa L. Barboza, Fernanda V. de Almeida, Antônio Luiz S. Lima, Felipe R. de Souza, Tanos C. C. França	1984-6835	4	0.7	0.151	B2	2014-10-29	2016-11-28	NA	2022-04-05	5	2014	9021	10.21577	Sociedade Brasileira de Quimica (SBQ)	1	Crossref	0	0	4	General Chemistry	journal-article	6	NA	2014	en	NA	NA	NA	NA	NA	NA
REGIME ALIMENTAR DE GIRINOS DE RÃ TOURO	10.5216/cab.v14i1.16049	http://dx.doi.org/10.5216/cab.v14i1.16049	NA	Ciência Animal Brasileira	NA	NA	NA	2013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	José T. de Seixas Filho, Rodrigo Diana Navarro, Silvana L. Ribeiro Garcia, Ana Carolina Da S. Santos	1809-6891,1518-2797	2	0.7	0.171	B1	2013-04-01	2021-02-13	2013-03-27	2022-04-05	1	2013-03-27	530	10.1590	FapUNIFESP (SciELO)	1	Crossref	0	0	2	General Veterinary,Animal Science and Zoology	journal-article	14	Ci. Anim. Bras.	NA	NA	NA	NA	NA	NA	NA	NA
RESÍDUOS SÓLIDOS URBANOS (RSU): UMA ANÁLISE DO SETOR ENERGÉTICO EM ASCENSÃO COM BASE NO IMPACTO AMBIENTAL E NA QUALIDADE DE VIDA	10.33081/formacao.v27i51.6794	http://dx.doi.org/10.33081/formacao.v27i51.6794	NA	Formação (Online)	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	Helen Gonçalves Romeiro Ferreira, Gustavo Malavota Pedroso, Rodrigo Gomes Alves, Gustavo Monnerat Cahli, Sílvia Conceição Reis Pereira Mello	2178-7298,1517-543X	0	NA	NA	A3	2020-08-26	2020-08-26	2020-08-25	2022-03-29	51	2020-08-25	18537	10.33081	Revista Formacao	1	Crossref	0	0	0	Microbiology	journal-article	27	RF	NA	NA	NA	NA	NA	NA	NA	NA
RESÍDUOS SÓLIDOS: RESPONSABILIDADE COMPARTILHADA	10.15202/1981996x.2015v9n2p77	http://dx.doi.org/10.15202/1981996x.2015v9n2p77	NA	Semioses	NA	NA	NA	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	Marcio Barreto dos Santos Garcia, João Lanzellotti Neto, Jaqueline Guimarães Mendes, Flavia Miranda de Freitas Xerfan, Carlos Alexandre Bastos de Vasconcellos, Roy Reis Friede	1981-996X	2	NA	NA	B3	2016-04-25	2016-04-25	2016-04-06	2023-04-28	2	2016-04-06	7456	10.15202	Sociedade Unificada de Ensino Augusto Motta -UNISUAM	1	Crossref	0	0	2	General Medicine	journal-article	9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Reutilization of Glycerol Derived from Biodiesel Production Using HPW-Based Catalysts Supported on Niobium for Obtention of Additives	10.5935/1984-6835.20140087	http://dx.doi.org/10.5935/1984-6835.20140087	NA	Revista Virtual de Química	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	Claudia V. Lacerda, Rodrigo Otávio L. de Souza, Nadine Essayem, Wilma A. Gonzalez	1984-6835	1	0.7	0.151	B2	2014-10-29	2016-11-28	NA	2022-04-04	5	2014	9021	10.21577	Sociedade Brasileira de Quimica (SBQ)	1	Crossref	0	0	1	General Chemistry	journal-article	6	NA	2014	en	NA	NA	NA	NA	NA	NA
Ricin and the Chemical Weapons Convention in Brazil	10.5935/1984-6835.20140045	http://dx.doi.org/10.5935/1984-6835.20140045	NA	Revista Virtual de Química	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	Roberto B. Sousa, Sérgio Eduardo M. de Oliveira, Marcelo C. dos Santos, Keila S. C. Lima, Antônio Luiz S. Lima	1984-6835	0	0.7	0.151	B2	2014-04-23	2016-11-28	NA	2022-04-06	3	2014	9021	10.21577	Sociedade Brasileira de Quimica (SBQ)	1	Crossref	0	0	0	General Chemistry	journal-article	6	NA	2014	en	NA	NA	NA	NA	NA	NA
RIO CARIOCA: SUA HISTÓRIA E SUA DEGRADAÇÃO	10.15202/1981996x.2016v10n3p69	http://dx.doi.org/10.15202/1981996x.2016v10n3p69	NA	Semioses	NA	NA	NA	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	Mariana Da Silva Ogeda, Thais Ramos da Araújo, José Teixeira de Seixas Filho	1981-996X	0	NA	NA	B3	2016-12-26	2016-12-26	2016-12-26	2022-03-30	3	2016-12-26	7456	10.15202	Sociedade Unificada de Ensino Augusto Motta -UNISUAM	1	Crossref	0	0	0	General Medicine	journal-article	10	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rosiclea Campos no judô feminino brasileiro	10.1590/0104-026x2015v23n2p409	http://dx.doi.org/10.1590/0104-026x2015v23n2p409	NA	Revista Estudos Feministas	NA	NA	NA	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	Gabriela Conceição de Souza, Sebastião Josué Votre, Maria Claudia Pinheiro, Fabiano Pries Devide	0104-026X	1	0.6	0.293	A1	2015-05-20	2019-08-25	NA	2022-03-29	2	2015-08	530	10.1590	FapUNIFESP (SciELO)	1	Crossref	35	35	1	Gender Studies	journal-article	23	Rev. Estud. Fem.	2015-08	NA	409-429	NA	NA	NA	NA	NA
Seroprevalence of and risk factors for leptospirosis in the City of Manaus, State of Amazonas, Brazil	10.1590/0037-8682-0115-2016	http://dx.doi.org/10.1590/0037-8682-0115-2016	NA	Revista da Sociedade Brasileira de Medicina Tropical	NA	NA	NA	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	Luciete Almeida Silva, Kátia Maria da Silva Lima, Ormezinda Celeste Cristo Fernandes, Ilana Teruszkin Balassiano, Kátia Eliane Santos Avelar, Michele Silva de Jesus	0037-8682	3	2.9	0.421	B1	2016-10-29	2017-05-23	NA	2022-04-04	5	2016-10	530	10.1590	FapUNIFESP (SciELO)	1	Crossref	15	15	3	Infectious Diseases,Microbiology (medical),Parasitology	journal-article	49	Rev. Soc. Bras. Med. Trop.	2016-10	NA	628-631	NA	NA	NA	NA	NA
Special Effects in Deformation Mechanism Maps for Austenitic Stainless Steels	10.4028/www.scientific.net/msf.869.543	http://dx.doi.org/10.4028/www.scientific.net/msf.869.543	NA	Materials Science Forum	NA	NA	NA	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	Sergio Neves Monteiro, Frederico Muylaert Margem, Lucas Tedesco Bolzan, George Lobo Nobre Fernandes, Verônica Scarpini Cândido	1662-9752	0	1.0	0.185	B3	2016-08-31	2021-01-12	2016-08	2022-04-05	NA	2016-08	2457	10.4028	Trans Tech Publications, Ltd.	1	Crossref	0	0	0	Mechanical Engineering,Mechanics of Materials,Condensed Matter Physics,General Materials Science	journal-article	869	MSF	NA	NA	543-549	NA	NA	NA	NA	NA
Study of a Typical Soil Used for Concrete Bricks in Miracema, State of Rio de Janeiro, Brazil	10.4028/www.scientific.net/msf.820.40	http://dx.doi.org/10.4028/www.scientific.net/msf.820.40	NA	Materials Science Forum	NA	NA	NA	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	Niander Aguiar Cerqueira, Jonas Alexandre, Afonso Rangel Garcez de Azevedo, Gustavo de Castro Xavier, Veronica Scarpini Candido, Carlos Maurício Fontes Vieira, Sergio Neves Monteiro	1662-9752	0	1.0	0.185	B3	2015-06-26	2022-05-15	2015-06	2022-05-15	NA	2015-06	2457	10.4028	Trans Tech Publications, Ltd.	1	Crossref	10	10	0	Mechanical Engineering,Mechanics of Materials,Condensed Matter Physics,General Materials Science	journal-article	820	MSF	NA	NA	40-45	NA	NA	NA	NA	NA
Sugarcane bagasse waste in composites for multilayered armor	10.1016/j.eurpolymj.2016.03.031	http://dx.doi.org/10.1016/j.eurpolymj.2016.03.031	NA	European Polymer Journal	NA	NA	NA	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	Sergio N. Monteiro, Veronica S. Candido, Fabio O. Braga, Lucas T. Bolzan, Ricardo P. Weber, Jaroslaw W. Drelich	0014-3057	72	9.6	0.884	A1	2016-03-22	2018-09-14	NA	2023-06-27	NA	2016-05	78	10.1016	Elsevier BV	1	Crossref	38	38	72	Organic Chemistry,Polymers and Plastics,General Physics and Astronomy,Materials Chemistry	journal-article	78	European Polymer Journal	2016-05	en	173-185	http://dx.doi.org/10.1016/elsevier_cm_policy	NA	NA	NA	NA
TÉCNICA DE FERTILIZAÇÃO ARTIFICIAL DE ANFÍBIOS ANUROS	10.15202/1981996x.2017v11n2p40	http://dx.doi.org/10.15202/1981996x.2017v11n2p40	NA	Semioses	NA	NA	NA	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	William Nascimento Silva, Marianna Severo de Souza, Elaine Da Conceição Pinto de Oliveira, Marcelo Maia Pereira, Jose Teixeira de Seixas Filho, Silvia Conceição Reis Pereira Mello	1981-996X	0	NA	NA	B3	2017-10-31	2017-10-31	2017-10-27	2022-04-03	2	2017-10-27	7456	10.15202	Sociedade Unificada de Ensino Augusto Motta -UNISUAM	1	Crossref	0	0	0	General Medicine	journal-article	11	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tensile Behavior of Epoxy Composites Reinforced with Thinner Fibers of Sugarcane Bagasse	10.4028/www.scientific.net/msf.869.221	http://dx.doi.org/10.4028/www.scientific.net/msf.869.221	NA	Materials Science Forum	NA	NA	NA	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	Verônica Scarpini Cândido, Sergio Neves Monteiro	1662-9752	2	1.0	0.185	B3	2016-08-31	2021-01-12	2016-08	2023-01-16	NA	2016-08	2457	10.4028	Trans Tech Publications, Ltd.	1	Crossref	0	0	2	Mechanical Engineering,Mechanics of Materials,Condensed Matter Physics,General Materials Science	journal-article	869	MSF	NA	NA	221-226	NA	NA	NA	NA	NA
The challenging case of the turbulent flow around a thin plate wind deflector, and its numerical prediction by LES and RANS models	10.1016/j.jweia.2014.07.007	http://dx.doi.org/10.1016/j.jweia.2014.07.007	NA	Journal of Wind Engineering and Industrial Aerodynamics	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	Luiz Eduardo B. Sampaio, André Luiz T. Rezende, Angela O. Nieckele	0167-6105	8	8.1	1.207	A2	2014-08-09	2019-12-03	NA	2022-11-21	NA	2014-10	78	10.1016	Elsevier BV	1	Crossref	22	22	8	Mechanical Engineering,Renewable Energy, Sustainability and the Environment,Civil and Structural Engineering	journal-article	133	Journal of Wind Engineering and Industrial Aerodynamics	2014-10	en	52-64	http://dx.doi.org/10.1016/elsevier_cm_policy	NA	NA	NA	NA
The Effect of Phase Transformation on the Tensile Fracture of Austenitic Stainless Steel	10.4028/www.scientific.net/msf.869.508	http://dx.doi.org/10.4028/www.scientific.net/msf.869.508	NA	Materials Science Forum	NA	NA	NA	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	Verônica Scarpini Cândido, Sergio Neves Monteiro	1662-9752	1	1.0	0.185	B3	2016-08-31	2021-01-12	2016-08	2022-04-03	NA	2016-08	2457	10.4028	Trans Tech Publications, Ltd.	1	Crossref	0	0	1	Mechanical Engineering,Mechanics of Materials,Condensed Matter Physics,General Materials Science	journal-article	869	MSF	NA	NA	508-513	NA	NA	NA	NA	NA
THE LEGAL SYSTEM OF THE BRAZILIAN SPELEOLOGICAL PATRIMONY	10.15202/1981996x.2016v10n2p60	http://dx.doi.org/10.15202/1981996x.2016v10n2p60	NA	Semioses	NA	NA	NA	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	André Carlos Carlos, Reis Freire, Kátia Eliane Santos Avelar, Maria Geralda De Miranda	1981-996X	0	NA	NA	B3	2016-11-11	2016-11-14	2016-11-14	2022-04-03	2	2016-11-14	7456	10.15202	Sociedade Unificada de Ensino Augusto Motta -UNISUAM	1	Crossref	0	0	0	General Medicine	journal-article	10	NA	NA	NA	NA	NA	NA	NA	NA	NA
THE PROTECTION OF THE ENVIRONMENT IN THE BRAZILIAN SUPREME FEDERAL COURT: ANALYSIS OF REAL CASES	10.15202/1981996x.2016v10n3p78	http://dx.doi.org/10.15202/1981996x.2016v10n3p78	NA	Semioses	NA	NA	NA	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	Reis Friede	1981-996X	0	NA	NA	B3	2016-12-26	2016-12-26	2016-12-26	2022-03-30	3	2016-12-26	7456	10.15202	Sociedade Unificada de Ensino Augusto Motta -UNISUAM	1	Crossref	0	0	0	General Medicine	journal-article	10	NA	NA	NA	NA	NA	NA	NA	NA	NA
Uma avaliação do Programa Bolsa Família	10.20435/inter.v19i4.1764	http://dx.doi.org/10.20435/inter.v19i4.1764	NA	Interações (Campo Grande)	NA	NA	NA	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	Sara Verônica de Avelar Dias Dantas, Maria Geralda de Miranda, Patricia Maria Dusek, Kátia Eliane Santos Avelar	1984-042X	2	NA	NA	A3	2018-10-17	2020-09-09	2018-10-05	2022-04-04	NA	2018-10-05	8337	10.20435	Universidade Catolica Dom Bosco	1	Crossref	0	0	2	NA	journal-article	NA	Inter	NA	NA	713-726	NA	NA	NA	NA	NA
Utilização do Conhecimento no Desenvolvimento Econômico:	10.18472/sustdeb.v7n1.2016.16190	http://dx.doi.org/10.18472/sustdeb.v7n1.2016.16190	NA	Sustainability in Debate	NA	NA	NA	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	Robson da Silva Teixeira, Rodrigo Otavio Lopes de Souza	2179-9067,2177-7675	0	0.8	0.202	B2	2016-04-30	2022-09-16	2016-04-30	2022-09-17	1	2016-04-30	7730	10.18472	Editora de Livros IABS	1	Crossref	0	0	0	Management, Monitoring, Policy and Law,Development	journal-article	7	SustDeb	NA	NA	107-120	NA	NA	análise de empresas de tecnologia da informação com  foco na economia sustentável	NA	NA
Work Hardening and Microstructural Effect during Dynamic Deformation of Polycrystalline Copper	10.4028/www.scientific.net/msf.869.538	http://dx.doi.org/10.4028/www.scientific.net/msf.869.538	NA	Materials Science Forum	NA	NA	NA	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	Sergio Neves Monteiro, Verônica Scarpini Cândido, Fernanda Santos da Luz, Jheison Lopes dos Santos	1662-9752	0	1.0	0.185	B3	2016-08-31	2021-01-12	2016-08	2022-04-02	NA	2016-08	2457	10.4028	Trans Tech Publications, Ltd.	1	Crossref	0	0	0	Mechanical Engineering,Mechanics of Materials,Condensed Matter Physics,General Materials Science	journal-article	869	MSF	NA	NA	538-542	NA	NA	NA	NA	NA
